"id","parent_organisation_id","organisation_name","trade_name","fy_start_month","fy_end_month","website","registration_number","vat_number","crm_id","status_id","registered_country_id","creator_ledger_id","created_by","updated_by","created_at","updated_at","logo_url","industry_id","currency_id","description","nace_section_id","revenue_access_number","exchange_ref_id","hierarchy_code","deleted_at","is_delete","leads_transactions_id","allow_external_app","proof_of_identity","proof_of_address","Column32"
6515,739,"4Degreesc Limited","",August,July,"","4444939","","",1,233,1,1,1,"2021-08-18 12:47:24","2021-08-18 12:47:24",,1,1,"4Degreesc Limited",2,"","20130711000164",#739#6515#,,0,0,0,,,
28163,,"4E Energeiaki S.A.","",October,September,www.4eenergiaki.gr,"",,,1,86,1,,,"2021-10-05 05:10:25","2021-10-05 05:10:25",,54,1,,,,,,,0,0,0,,,
37076,,"4E Fulfillment Com Ltd","",October,September,https://www.giftsdirect.com,"309454",,,1,106,1,,,"2021-10-05 05:13:21","2021-10-05 05:13:21",,98,1,,,,,,,0,0,0,,,
56129,,"4E MARINE - MOURATIDIS EFST. EFTYCHIOS","",July,June,"","","",,,86,1,216,216,"2022-07-15 14:18:26","2022-07-15 14:18:26",,126,1,,,,,,,0,80148,0,,,
60694,,"4i Accounting",,January,December,"",,,,7,86,1,205,741,"2022-10-06 05:16:40","2022-10-06 05:16:40",,64,1,,475,,,,,0,0,0,,,
54795,,"4iAccounting AE","",,,www.4iaccounting.com,"","","0011v000033XLlW",,86,1,96,96,"2021-08-08 00:00:00","2021-08-08 00:00:00",,,1,"",,"",,,,0,0,0,,,
1138,,"4Orm Apparel Limited","4orm Apparel Limited",August,July,"",IE465578,"","",1,106,1,1,1,"2021-08-18 12:45:54","2021-08-18 12:45:54",,1,1,"4Orm Apparel Limited",2,"","20150817001070",#1138#,,0,0,0,,,
36886,,"4Orm Apparel Ltd","",October,September,http://4orm.ie,"465578",,,1,106,1,,,"2021-10-05 05:13:18","2021-10-05 05:13:18",,98,1,,,,,,,0,0,0,,,
36887,,"4Property Ltd","",October,September,https://www.4property.com,N/A,,,1,106,1,,,"2021-10-05 05:13:18","2021-10-05 05:13:18",,98,1,,,,,,,0,0,0,,,
37561,,"4Syte","",October,September,https://www.4syte.co.uk/,"",,,1,106,1,,,"2021-10-05 05:13:27","2021-10-05 05:13:27",,64,1,,,,,,,0,0,0,,,
60051,,"4xMoneyTrade",,January,December,http://4xmoneybiz.com/,,,,7,106,1,205,205,"2022-09-23 15:57:58","2022-09-23 15:57:58",,64,1,,475,,,,,0,0,0,,,
56131,,"5 OCEANS SHIPPING MANAGEMENT SA","",July,June,"","","",,,86,1,216,216,"2022-07-18 07:35:08","2022-07-18 07:35:08",,126,1,,,,,,,0,80154,0,,,
31700,,"52Financial","",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:12","2021-10-05 05:11:12",,64,1,,,,,,,0,0,0,,,
58070,,"52North Ship Management BV",,January,December,"",,,,1,154,1,205,205,"2022-08-31 12:21:04","2022-09-06 04:22:09",,126,1,,5020,,,,,0,85712,0,,,
42957,,"53 Degrees Design Limited","",October,September,www.53degrees.ie,"",,,1,106,1,,,"2021-10-05 05:16:18","2021-10-05 05:16:18",,24,1,,,,,,,0,0,0,,,
70287,,"555 Farming",,January,December,N/a,,,,1,122,1,205,205,"2024-06-20 13:09:02","2024-06-20 13:09:02",,98,1,,5020,,,,,0,0,0,,,
5625,,"6 Pointer Sports Consulting Limited","",August,July,"","","","",1,106,1,1,1,"2021-08-18 12:46:55","2021-08-18 12:46:55",,1,1,"6 Pointer Sports Consulting Limited",2,"",RW001,#5625#,,0,0,0,,,
60024,,"6 Sigma Group",,January,December,http://www.6sigmagrp.com/,,,,7,106,1,205,205,"2022-09-23 15:57:57","2022-09-23 15:57:57",,64,1,,475,,,,,0,0,0,,,
29262,,"7 Hotel","",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:39","2021-10-05 05:10:39",,78,1,,,,,,,0,0,0,,,
60026,,"7Dvision LLC FZ",,January,December,http://www.7dvision.com/,,,,7,106,1,205,205,"2022-09-23 15:57:57","2022-09-23 15:57:57",,64,1,,475,,,,,0,0,0,,,
63535,,"7sky International PLC","",July,June,"","","",,1,71,1,205,205,"2023-07-10 14:32:26","2023-07-19 09:28:22",,98,3,,5020,,,,,0,0,0,,,
2721,,"8 West Consulting","",July,June,"",IE278462,"","",1,106,1,1,842,"2021-08-18 12:46:16","2024-07-12 13:25:26",,47,1,"8 West Consulting",2,,"20170724004294",#2721#,,0,0,0,,,
55340,,"8/12","",December,November,"","","",,1,5,1,86,86,"2021-12-08 13:40:28","2021-12-08 13:40:28",,270,3,This is for test purpose,310,,,,,0,0,0,,,
43600,,"872691212","",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:27","2021-10-05 05:16:27",,,1,,,,,,,0,0,0,,,
31164,,"879081676","",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:05","2021-10-05 05:11:05",,,1,,,,,,,0,0,0,,,
19607,,"88 Food Company","",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:54","2021-10-05 05:06:54",,66,1,,,,,,,0,0,0,,,
22361,,"8Man","",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:31","2021-10-05 05:07:31",,,1,,,,,,,0,0,0,,,
63035,,"9 MM Services",,January,December,"",,,,1,34,1,205,205,"2023-06-06 11:38:25","2023-06-06 11:38:25",,98,1,,5020,,,,,0,0,0,,,
18829,,"9 to 6","",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,110,1,,,,,,,0,0,0,,,
18977,,"9 White Deer","",October,September,http://9whitedeer.ie/,"",,,1,106,1,,,"2021-10-05 05:06:46","2021-10-05 05:06:46",,19,1,,,,,,,0,0,0,,,
55946,,"90 North Limited",Project Working Capital,May,April,"","14100215","",,,233,1,140,140,"2022-05-12 12:45:31","2022-05-12 12:45:31",,64,2,,478,,,,,0,79094,0,,,
719,,"911 Manufacturing",IE359781,August,July,"","","","",1,106,1,1,1,"2021-08-18 12:45:49","2021-08-18 12:45:49",,1,1,"911 Manufacturing",2,"","20210101001415",#719#,,0,0,0,,,
63322,,"973214680",,January,December,"",,,,1,71,1,205,205,"2023-06-29 18:04:23","2023-06-29 18:04:23",,98,1,,5020,,,,,0,0,0,,,
68960,,"99&Co. Resources",,January,December,"99andco.com",,,,1,106,1,205,205,"2024-05-02 17:38:09","2024-05-02 17:38:09",,98,1,,5020,,,,,0,0,0,,,
69270,,"99Jewelries",,January,December,https://www.instagram.com/99jewelries?igsh=ZHJqZjZnN253ZDV4&utm_source=qr,,,,1,105,1,205,205,"2024-05-17 23:37:04","2024-05-21 15:19:56",,98,1,,5020,,,,,0,105852,0,,,
53097,,a,"",,,"","","","0011v00002yNgqd",,106,1,205,205,"2021-04-16 00:00:00","2021-04-16 00:00:00",,,1,"",,"",,,,0,0,0,,,
18823,,A & A Engineering Company Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,96,1,,,,,,,0,0,0,,,
42704,,A & A Quinn Roofing Solutions,"",October,September,www.quinnroofing.ie,IE479220,"","0011v00001kwWHO",1,106,1,153,158,"2018-09-14 00:00:00","2019-02-22 00:00:00",,,1,"",,"",,,,0,0,0,,,
27910,,A & A Security Systems,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:22","2021-10-05 05:10:22",,5,1,,,,,,,0,0,0,,,
44233,,A & B Painting,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:36","2021-10-05 05:16:36",,96,1,,,,,,,0,0,0,,,
16008,,A & D Aluminium Ltd,"",October,September,http://www.adaluminium.ie,"",,,1,106,1,,,"2021-10-05 05:06:08","2021-10-05 05:06:08",,59,1,,,,,,,0,0,0,,,
18195,,A & D Motor Factors Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:36","2021-10-05 05:06:36",,14,1,,,,,,,0,0,0,,,
62209,,A & D Quality Goods Srl,"",March,February,"","","",,,233,1,763,763,"2023-03-29 10:35:11","2023-03-29 10:35:11",,98,1,,,,,,,0,91735,0,,,
15752,,A & D Wejchert & Partners Limited,"",October,September,www.wejchert.ie,"",,,1,106,1,,,"2021-10-05 05:06:05","2021-10-05 05:06:05",,13,1,,,,,,,0,0,0,,,
23063,,A & E Boiler Services And Repair Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:40","2021-10-05 05:07:40",,48,1,,,,,,,0,0,0,,,
65200,,A & J Comoany Ltd,,January,December,A & J Comoany Ltd,,,,1,135,1,205,205,"2023-11-02 13:09:15","2023-11-02 13:09:15",,98,1,,5020,,,,,0,0,0,,,
31701,,A & L Goodbody,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:12","2021-10-05 05:11:12",,64,1,,,,,,,0,0,0,,,
39886,,A & M Commercials Ireland Limited,"",October,September,"",IE357539,,,1,106,1,,,"2021-10-05 05:13:59","2021-10-05 05:13:59",,98,1,,,,,,,0,0,0,,,
17369,,A & M Storage,"",October,September,http://aandmselfstorage.com/,"",,,1,106,1,,,"2021-10-05 05:06:26","2021-10-05 05:06:26",,89,1,,,,,,,0,0,0,,,
39768,,A & P Tipper Hire Limited,"",October,September,"",IE377328,,,1,106,1,,,"2021-10-05 05:13:57","2021-10-05 05:13:57",,98,1,,,,,,,0,0,0,,,
22582,,A & R Newcastlewest Limited,"",October,September,http://www.aandrsupplies.com,"",,,1,106,1,,,"2021-10-05 05:07:34","2021-10-05 05:07:34",,57,1,,,,,,,0,0,0,,,
65900,,A & S Farms and agro allied services,,January,December,"",,,,1,159,1,205,205,"2023-12-10 11:08:04","2023-12-10 11:08:04",,98,1,,5020,,,,,0,0,0,,,
66978,,A A,"",January,December,"","","",,,104,1,80,80,"2024-01-29 11:42:26","2024-01-29 11:42:26",,98,3,,,,,,,0,101262,0,,,
54573,,A AAAA All Ireland Windscreens Limited,"",December,,"",IE323807,"","0010Y000012yJy1",,106,1,163,158,"2018-01-04 00:00:00","2019-02-11 00:00:00",,,1,"",,"",,,,0,0,0,,,
69541,,A and EM Bright Glory Christian school Pty ltd,,January,December,www.brightglorycsaem.co.za,,,,1,106,1,205,205,"2024-05-29 18:40:45","2024-05-29 18:40:45",,98,1,,5020,,,,,0,0,0,,,
16435,,A and L Electrical Limited,"",October,September,www.alelectrical.com,"",,,1,106,1,,,"2021-10-05 05:06:13","2021-10-05 05:06:13",,55,1,,,,,,,0,0,0,,,
33015,,A Better Choice,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:31","2021-10-05 05:11:31",,64,1,,,,,,,0,0,0,,,
7646,7,A Brilliant Cleaning Service Limited,"",July,June,"",IE389748,"","",1,106,1,1,842,"2021-08-18 12:47:41","2024-07-16 08:30:37",,98,1,A Brilliant Cleaning Service Limited,2,,"20151127001229",#7#7646#,,0,0,0,,,
39488,,"A Brodeur, M Corblet & Cie","",February,January,"","","",,1,76,1,,237,"2021-10-05 05:13:54","2023-02-24 13:08:23",,123,1,,,,,,,0,0,0,,,
41534,,A Browne Floors,"",October,September,www.abrownefloors.ie,"",,,1,106,1,,,"2021-10-05 05:14:22","2021-10-05 05:14:22",,89,1,,,,,,,0,0,0,,,
18831,,A C Taylor Trading Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,59,1,,,,,,,0,0,0,,,
20196,,A Cafferkey Developments Limited,"",October,September,www.cafferkey.ie,"",,,1,106,1,,,"2021-10-05 05:07:02","2021-10-05 05:07:02",,59,1,,,,,,,0,0,0,,,
18833,,A Class Shutters Limited,"I saw on your website that you deal with Cork County Council, Do you find that when their bigger jobs come in, it stops you from taking on concurring contracts ?",October,September,www.aclassshutters.com,"",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,80,1,,,,,,,0,0,0,,,
67626,,A Cutting Edge University,,January,December,A Cutting Edge University,,,,1,106,1,205,205,"2024-03-04 20:45:09","2024-03-04 20:45:09",,98,1,,5020,,,,,0,0,0,,,
28448,,A DE BOER OFFSHORE ACTIVITIES,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:28","2021-10-05 05:10:28",,126,1,,,,,,,0,0,0,,,
38814,,A de Groot Olietransport,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:13:44","2021-10-05 05:13:44",,126,1,,,,,,,0,0,0,,,
20501,,A Ferguson & Co,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:06","2021-10-05 05:07:06",,3,1,,,,,,,0,0,0,,,
41776,,A Ghra Homecare Services Limited,"",October,September,www.aghrahomecare.ie,"",,,1,106,1,,,"2021-10-05 05:14:25","2021-10-05 05:14:25",,76,1,,,,,,,0,0,0,,,
46810,,A Giffney And Sons Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:17:12","2021-10-05 05:17:12",,,1,,,,,,,0,0,0,,,
25562,,A Horton Limited,"",October,September,www.ties.ie,"",,,1,106,1,,,"2021-10-05 05:09:50","2021-10-05 05:09:50",,4,1,,,,,,,0,0,0,,,
38209,,A J R Consultancy Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:13:35","2021-10-05 05:13:35",,97,1,,,,,,,0,0,0,,,
33111,,A J WALTER LEASING IRELAND LIMITED,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:32","2021-10-05 05:11:32",,98,1,,,,,,,0,0,0,,,
58071,,A L J & R W Weemhof & F Wouda,,January,December,"",,,,1,154,1,205,205,"2022-08-31 12:21:04","2022-08-31 12:21:04",,126,1,,5020,,,,,0,0,0,,,
28495,,A LINE CORP,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:29","2021-10-05 05:10:29",,126,1,,,,,,,0,0,0,,,
40588,,A M Quinn & Company Accountants,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:14:09","2021-10-05 05:14:09",,,1,,,,,,,0,0,0,,,
47494,,A Mici Line Shipping,"",October,September,www.miciline.it.st,"",,,1,106,1,,,"2021-10-05 05:17:21","2021-10-05 05:17:21",,123,1,,,,,,,0,0,0,,,
43067,,A N Petersen AS,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:19","2021-10-05 05:16:19",,123,1,,,,,,,0,0,0,,,
20136,,A O'K Plant Hire & Contractors,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:01","2021-10-05 05:07:01",,89,1,,,,,,,0,0,0,,,
26537,,A P & A Group,"",October,September,"","",,,1,233,1,,,"2021-10-05 05:10:03","2021-10-05 05:10:03",,70,1,,,,,,,0,0,0,,,
26792,,A P & A Maritime Limited,"",March,February,"","","",,1,86,1,,205,"2021-10-05 05:10:07","2022-03-04 13:33:34",,70,1,,,,,,,0,0,0,,,
29843,,A Passion For Flowers,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:47","2021-10-05 05:10:47",,6,1,,,,,,,0,0,0,,,
70503,,A peculiar mobile money business,,January,December,"",,,,1,106,1,205,205,"2024-06-26 06:39:38","2024-06-26 06:39:38",,98,1,,5020,,,,,0,0,0,,,
65004,,A PLUS ELECTRONICS,,January,December,apluselectro-tech.com,,,,1,237,1,205,205,"2023-10-19 12:45:16","2023-10-19 12:45:16",,98,1,,5020,,,,,0,0,0,,,
31702,,A Plus Financial Services,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:12","2021-10-05 05:11:12",,,1,,,,,,,0,0,0,,,
42829,,A Plus Foam,"",October,September,www.aplusfoam.ie,"",,,1,106,1,,,"2021-10-05 05:16:16","2021-10-05 05:16:16",,48,1,,,,,,,0,0,0,,,
65901,,A Plus Mechanics,,January,December,https://instagram.com/a_plus_mechanics?igshid=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,,,,1,159,1,205,205,"2023-12-10 12:43:23","2023-12-10 12:43:23",,98,1,,5020,,,,,0,0,0,,,
42822,,A Plus Skip Hire,"",October,September,www.aplusskips.ie,"",,,1,106,1,,,"2021-10-05 05:16:16","2021-10-05 05:16:16",,146,1,,,,,,,0,0,0,,,
31703,,A R B Underwriting,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:11:12","2021-10-05 05:11:12",,,1,,,,,,,0,0,0,,,
16728,,A R Brownlow Limited,"",October,September,www.arbrownlow.ie,"",,,1,106,1,,,"2021-10-05 05:06:17","2021-10-05 05:06:17",,59,1,,,,,,,0,0,0,,,
42906,,A R O'Hare & Company Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:17","2021-10-05 05:16:17",,33,1,,,,,,,0,0,0,,,
67916,,A R Raihan Trading Corporation,,January,December,na,,,,1,18,1,205,205,"2024-03-18 11:17:52","2024-03-18 11:17:52",,98,1,,5020,,,,,0,0,0,,,
55261,,A R Richards Ltd,"",,,"",UK11421522,"","0011v000031M0Cf",,106,1,73,73,"2021-06-21 00:00:00","2021-06-21 00:00:00",,,1,"",,"",,,,0,0,0,,,
18835,,A Rated Energy Ireland Limited,"",October,September,www.aratedenergy.ie,"",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,80,1,,,,,,,0,0,0,,,
28466,,A REEFER LINE SA,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:10:29","2021-10-05 05:10:29",,126,1,,,,,,,0,0,0,,,
5343,,A Rockin Bobbin,"",August,July,"","","","0010Y00000AlCrO",1,106,1,134,158,"2016-12-22 00:00:00","2022-12-07 05:09:00",,1,1,"",2,"","11604000590",#5343#,,0,88829,0,,,
66649,,A S AGRO AND FOOD LTD,,January,December,"",,,,1,18,1,205,205,"2024-01-07 11:29:34","2024-01-07 11:29:34",,98,1,,5020,,,,,0,0,0,,,
48428,,A S Ballantine Quarry,"",October,September,www.asballentine.com,IE906539,"","0010Y00000AlCqj",1,106,1,134,158,"2016-12-22 00:00:00","2019-02-22 00:00:00",,97,1,"",,"",,,,0,72864,0,,,
66353,,A S MULTI BUSINESS CENTRE,,January,December,"",,,,1,84,1,205,205,"2023-12-27 16:26:10","2023-12-27 16:26:10",,98,1,,5020,,,,,0,0,0,,,
37412,,A Slice of Heaven,"",October,September,www.asliceofheaven.ie,"",,,1,106,1,,,"2021-10-05 05:13:25","2021-10-05 05:13:25",,15,1,,,,,,,0,0,0,,,
6524,739,A Slice Of Heaven Limited,"",July,June,"",NI606796,"","",1,233,1,1,842,"2021-08-18 12:47:25","2024-07-09 09:19:42",,66,2,A Slice Of Heaven Limited,2,,"20130711000172",#739#6524#,,0,0,0,,,
1077,,A Space Cabins Limited,"",August,July,http://www.aspace.ie,"","","0010Y00001SASii",1,106,1,105,158,"2018-05-03 00:00:00","2019-02-26 00:00:00",,1,1,"",2,"","20150526000842",#1077#,,0,0,0,,,
44706,,A Space Cabins Ltd,"",October,September,http://www.aspace.ie,"",,,1,106,1,,,"2021-10-05 05:16:42","2021-10-05 05:16:42",,46,1,,,,,,,0,0,0,,,
18837,,A Stitch in Time,"",October,September,www.astitchintime.ie,"",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,33,1,,,,,,,0,0,0,,,
45211,,A Stitch In Time Embroidery Ltd,"",October,September,http://www.astitchintime.ie,"",,,1,106,1,,,"2021-10-05 05:16:49","2021-10-05 05:16:49",,141,1,,,,,,,0,0,0,,,
16730,,A Sunflower Recycling Project,"",October,September,www.sunflowerrecycling.ie,"",,,1,106,1,,,"2021-10-05 05:06:17","2021-10-05 05:06:17",,146,1,,,,,,,0,0,0,,,
40417,,A T Blackley & Company Chartered Accountants,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:14:07","2021-10-05 05:14:07",,,1,,,,,,,0,0,0,,,
41948,,A Taste of Italy,"",October,September,www.atasteofitaly.ie,"",,,1,106,1,,,"2021-10-05 05:14:27","2021-10-05 05:14:27",,81,1,,,,,,,0,0,0,,,
17253,,A Tec Fire & Security Group,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:24","2021-10-05 05:06:24",,83,1,,,,,,,0,0,0,,,
16732,,A Tec-IT Technology Solutions for Business,"",October,September,www.atecit.ie,"",,,1,106,1,,,"2021-10-05 05:06:17","2021-10-05 05:06:17",,83,1,,,,,,,0,0,0,,,
31288,,A Tint Glass Coatings Specialists Limited t/a Coatek,"",October,September,http://www.coatek.ie,"",,,1,106,1,,,"2021-10-05 05:11:07","2021-10-05 05:11:07",,89,1,,,,,,,0,0,0,,,
17359,,A to Z Computers,"",October,September,http://www.atozcomputers.ie,"",,,1,106,1,,,"2021-10-05 05:06:25","2021-10-05 05:06:25",,57,1,,,,,,,0,0,0,,,
45027,,A To Z Industrial Supplies,"",October,September,http://www.atozsafetycentre.ie,"",,,1,106,1,,,"2021-10-05 05:16:47","2021-10-05 05:16:47",,33,1,,,,,,,0,0,0,,,
41667,,A to Z Safety Centre,"",October,September,www.atozsafetycentre.ie,"",,,1,106,1,,,"2021-10-05 05:14:23","2021-10-05 05:14:23",,45,1,,,,,,,0,0,0,,,
25021,,A Touch of Ireland Limited,"",October,September,www.atouchofireland.ie,"",,,1,106,1,,,"2021-10-05 05:09:43","2021-10-05 05:09:43",,62,1,,,,,,,0,0,0,,,
18839,,A Touch Of Magic,"",October,September,http://www.atouchofmagic.ie,"",,,1,106,1,,,"2021-10-05 05:06:44","2021-10-05 05:06:44",,66,1,,,,,,,0,0,0,,,
15420,,A V Packaging Company Limited,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:06:00","2021-10-05 05:06:00",,89,1,,,,,,,0,0,0,,,
24280,,A Vet & Pet Superstore,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:56","2021-10-05 05:07:56",,66,1,,,,,,,0,0,0,,,
6142,,A W Accountants,"",August,July,"","","","0010Y00001Nd6WU",1,106,1,69,158,"2018-04-12 00:00:00","2019-03-11 00:00:00",,1,1,"",2,"","0010Y00001Nd6WUQAZ",#6142#,,0,0,0,,,
71025,,A w clínica,,January,December,Awasethetcis,,,,1,200,1,205,205,"2024-07-10 13:11:03","2024-07-10 13:11:03",,98,1,,5020,,,,,0,0,0,,,
16734,,A W Ennis Milling,"",October,September,www.awennis.ie,"",,,1,106,1,,,"2021-10-05 05:06:17","2021-10-05 05:06:17",,6,1,,,,,,,0,0,0,,,
66843,,A-CEKINI,,January,December,https://ctb.gr/blog/item/idravlikes-egkatastaseis-agios-nikolaos-cekini/,,,,1,86,1,205,205,"2024-01-21 19:39:37","2024-01-21 19:39:37",,98,1,,5020,,,,,0,0,0,,,
42866,,A-Devine and Son,"",October,September,www.adevineguttering.ie,"",,,1,106,1,,,"2021-10-05 05:16:17","2021-10-05 05:16:17",,48,1,,,,,,,0,0,0,,,
21605,,a-ETR: Lift Truck Sales Limited,"",October,September,www.lifttrucks.ie,"",,,1,106,1,,,"2021-10-05 05:07:21","2021-10-05 05:07:21",,14,1,,,,,,,0,0,0,,,
69483,,A-MORE YACHTS Ltd,,January,December,www.more-yachts.hr,,,,1,55,1,205,205,"2024-05-28 10:48:08","2024-05-28 10:48:08",,98,1,,5020,,,,,0,0,0,,,
22363,,A-Secure Solutions Ltd,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:07:31","2021-10-05 05:07:31",,137,1,,,,,,,0,0,0,,,
56133,,A-SHIPS MANAGEMENT SA,"",July,June,"","","",,,86,1,216,216,"2022-07-18 07:47:57","2022-07-18 07:47:57",,126,1,,,,,,,0,80160,0,,,
30657,,A-Team Carpet Cleaning,"",October,September,http://www.a-teamcleaning.com,"",,,1,106,1,,,"2021-10-05 05:10:58","2021-10-05 05:10:58",,26,1,,,,,,,0,0,0,,,
25644,,A-techSYN Ltd,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:09:51","2021-10-05 05:09:51",,138,1,,,,,,,0,0,0,,,
59885,,A-Z Consultancy,,January,December,"",,,,7,106,1,205,205,"2022-09-23 15:57:53","2022-09-23 15:57:53",,64,1,,475,,,,,0,0,0,,,
3748,,"A,N, O'Neill","",August,July,"","4850125W","","",1,106,1,1,1,"2021-08-18 12:46:30","2021-08-18 12:46:30",,1,1,"A,N, O'Neill",2,"","20180914006192",#3748#,,0,0,0,,,
43463,,A.,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:25","2021-10-05 05:16:25",,98,1,,,,,,,0,0,0,,,
55417,,A. Blue Danube Romania,"",January,December,"","","",,1,179,1,205,205,"2022-01-19 16:40:53","2022-01-19 16:49:25",,126,1,Blue Danube Romania,424,,,,,0,0,0,,,
49406,,A. Briese Shipping,"",November,October,"","",,,1,106,1,,,"2021-10-14 00:00:00","2021-10-14 00:00:00",,126,1,,,,,,,0,0,0,,,
4486,,A. Browne Wooden Floors Limited,"",August,July,"",IE214232,"","",1,106,1,1,1,"2021-08-18 12:46:40","2021-08-18 12:46:40",,1,1,A. Browne Wooden Floors Limited,2,"","20200210007328",#4486#,,0,0,0,,,
53245,,A. Browne Wooden Floors Ltd,"",,,"",IE214232,"","0011v00002Vcy3P",,106,1,73,449,"2020-02-10 00:00:00","2021-04-08 00:00:00",,,1,"",,"",,,,0,0,0,,,
49490,,A. CARB,"",February,January,"","","",,1,214,1,,741,"2021-11-10 00:00:00","2023-02-24 13:32:35",,123,1,,,,,,,0,74504,0,,,
55304,,A. Crown Express Shipping LLC,"",November,October,"","",,,1,106,1,,,"2021-11-27 18:00:59","2021-11-27 18:00:59",,126,1,,,,,,,0,0,0,,,
49498,,A. ES Rainbow,"",November,October,"","",,,1,106,1,,,"2021-11-12 00:00:00","2021-12-07 11:43:51",,98,1,,,,,,,0,74925,0,,,
5169,,A. Horton Limited,A. Horton,August,July,"",IE013982,"","",1,106,1,1,1,"2021-08-18 12:46:48","2021-08-18 12:46:48",,1,1,A. Horton Limited,2,"","20210312008053",#5169#,,0,0,0,,,
64841,,A. I. S Nigerian limited,,January,December,anwaribrahim146.carrd.co,,,,1,159,1,205,205,"2023-10-10 14:06:01","2023-10-10 14:06:01",,98,1,,5020,,,,,0,0,0,,,
67016,,A. M KAWU GLOBAL ENTERPRISES,,January,December,Amk,,,,1,159,1,205,205,"2024-01-30 11:51:44","2024-01-30 11:51:44",,98,1,,5020,,,,,0,0,0,,,
48443,,A. M. Dunne & Son Limited,"",March,September,"",IE026106,"","0010Y00000AlCrT",1,106,1,134,158,"2016-12-22 00:00:00","2019-02-26 00:00:00",,147,1,"",,"",,,,0,72874,0,,,
43372,,A. MR Tanker,"",October,September,"","",,,1,106,1,,,"2021-10-05 05:16:24","2021-10-05 05:16:24",,126,1,,,,,,,0,0,0,,,
28599,,A. S. E. A. Moumtzis A.G.,"",October,September,www.asea.gr,"",,,1,86,1,,,"2021-10-05 05:10:31","2021-10-05 05:10:31",,47,1,,,,,,,0,0,0,,,
61045,,A.B 2 Energy ltd,"",January,December,"","","",,1,108,1,205,763,"2022-12-02 08:28:53","2023-01-11 15:44:58",,470,1,,5020,,,,,0,0,0,,,
39881,,A.B. Group Packaging Ireland Limited,"",October,September,"",IE110999,,,1,106,1,,,"2021-10-05 05:13:59","2021-10-05 05:13:59",,98,1,,,,,,,0,0,0,,,
55158,,A.C Forde & Co,"",,,www.acforde.com,"","","0011v00002TWwyh",,106,1,192,192,"2020-01-10 00:00:00","2020-01-21 00:00:00",,,1,"",,"",,,,0,0,0,,,
56134,,A.C. MARINE,"",July,June,"","","",,,86,1,216,216,"2022-07-18 07:53:20","2022-07-18 07:53:20",,126,1,,,,,,,0,80163,0,,,
3267,,A.C.P. (Advanced Construction Products) Limited,"",August,July,"",IE288272,"","",1,106,1,1,1,"2021-08-18 12:46:23","2021-08-18 12:46:23",,1,1,A.C.P. (Advanced Construction Products) Limited,2,"","20180509005510",#3267#,,0,0,0,,,
28587,,A.D.K. Aronis - Drettas - Karlaftis Consulting Engineers S.A.,"",October,September,www.adk.net,"",,,1,86,1,,,"2021-10-05 05:10:30","2021-10-05 05:10:30",,13,1,,,,,,,0,0,0,,,
